Recency,Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,TotalQuantity,AvgQuantityPerTransaction,MaxQuantity,CustomerTenureDays,FirstPurchaseDaysAgo,PreferredDayOfWeek,PreferredHour,PreferredMonth,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueProducts,AvgProductsPerTransaction,UniqueCountries,NegativeQuantityCount,ZeroPriceCount,ReturnRatio,AvgLinesPerInvoice,Age,SupportTicketsCount,SatisfactionScore,RFMSegment,AgeCategory,SpendingCategory,PreferredTimeOfDay,LoyaltyLevel,ChurnRiskCategory,BasketSizeCategory,ProductDiversity,Country,RegYear,RegMonth,RegDay,RegWeekday,CustomerType_Nouveau,CustomerType_Occasionnel,CustomerType_Perdu,CustomerType_Régulier,FavoriteSeason_Hiver,FavoriteSeason_Printemps,FavoriteSeason_Été,Region_Amérique du Nord,Region_Amérique du Sud,Region_Asie,Region_Autre,Region_Europe centrale,Region_Europe continentale,Region_Europe de l'Est,Region_Europe du Nord,Region_Europe du Sud,Region_Moyen-Orient,Region_Océanie,Region_UK,Gender_M,Gender_Unknown,AccountStatus_Closed,AccountStatus_Pending,AccountStatus_Suspended,AvgBasketValue,TenureRatio,IP_FirstOctet,IP_IsPrivate
2.083818692064699,3.2047039707262237,0.412509515167746,-0.093381003531295,-0.0279201471866995,0.1221371340211814,-0.0795514753538211,-0.064367887939811,-0.4696660106148052,1.251877457970239,0.2520395014986955,-1.509222059279688,1.2628939114097109,-0.4700156175892337,-0.2757001157881504,-0.435649056985492,-0.9955769178081832,-0.0428156579802991,1.7661940291301723,-0.0724951803634529,0.1498480933168482,-0.5926387812290317,-0.0068694257794767,-0.7012762009753596,0.7189723580600378,0.1960224039274695,1.082302531068806,1.36079372030881,-0.0382291353252969,-1.3410659558918372,-1.091075322144494,-0.0020507170546211,-0.620871465055591,-0.0031111600698768,-0.9558350751962894,0.0697139376742283,0.1465688447255211,0.979876377057192,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0.09810667244108,3.929257286489268,59,0
-0.5959780392857905,1.3841244559340824,0.1436580803613718,-0.1031292519373876,-0.0286338368583485,0.0497952120425254,-0.072577964101617,-0.0524948801146786,1.570531551881936,1.251877457970239,-0.2910441360332397,0.2220521534250142,0.6881700454074984,0.1381231621351807,-0.144277091737102,0.5243657538200845,-0.6709425478772304,-0.0428156579802991,2.992417278503159,-0.0724951803634529,0.8449737371944073,-0.4859605537336914,-0.0068694257794767,0.7469900015113063,0.7189723580600378,-1.524881110070316,1.082302531068806,1.36079372030881,1.15561214783326,1.1070093506464138,0.973491355378002,-0.0020507170546211,-0.620871465055591,-0.0031111600698768,-0.9558350751962894,-0.7816529212970732,-0.6583105602592,0.979876377057192,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0.06025611624586419,-0.23185011631133778,77,0
-0.8838080585789913,1.3841244559340824,0.6435409597651084,-0.0016039087717501,-0.0243695491847215,0.8318584750898891,-0.0114105775158022,0.1422224482174932,1.7813268719923006,1.251877457970239,0.7951231390306307,-0.2107663997511613,0.9755319784086046,-0.2685508329020684,-0.1672878973065065,0.629733233054843,-0.6397467496684903,-0.0428156579802991,0.2674767243409663,-0.0724951803634529,-0.1505577802385377,-0.3208837145628472,-0.2031643898832232,0.0228569002679734,1.4471046604548687,-1.524881110070316,-0.3954696943630554,1.36079372030881,1.15561214783326,-2.5651036091609627,-0.0587919833832458,-1.496339877521791,-0.620871465055591,-1.0638424865696137,-2.893206864143127,0.637291843655096,-0.4283450159778511,0.979876377057192,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.2699275862731645,-0.317764901162411,51,0
0.0392330377750661,-0.0080834083187315,-0.1156197207353148,0.0394869470671288,-0.0170042669314187,-0.1462556771067314,-0.0314712733067214,-0.0239996613343607,1.0887136773439603,1.251877457970239,-1.37721141109711,-1.509222059279688,0.4008081124063921,-0.4700156175892337,0.6060317386060917,-0.435649056985492,-0.7388800639762644,-0.0428156579802991,-0.2775113864914721,-0.0724951803634529,-0.2995075339918631,-0.7716935553530434,-1.119207555700707,0.0228569002679734,-0.7372922467296241,1.0564741609263624,-1.3806511779842965,-1.1748179341265292,-0.0382291353252969,1.1070093506464138,-1.091075322144494,-1.496339877521791,-0.620871465055591,-0.0031111600698768,-0.9558350751962894,-1.6330197802683748,1.41137933827294,-0.0188459729822166,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.11656193847845905,0.018783348910203633,10,1
2.361723538278824,0.0990095043161002,-0.1537232209410672,0.6049121952159701,0.0473515760158499,-0.2278008613489442,-0.0596653268495921,-0.0524948801146786,-0.6804613307251697,1.251877457970239,-0.2910441360332397,-1.509222059279688,1.2628939114097109,-0.4700156175892337,0.4251367344126091,-0.7049215039187635,-1.0279611273772562,-0.0428156579802991,0.1312296966328567,-0.0724951803634529,4.373790990018741,-1.0202092332320596,-0.0068694257794767,0.0228569002679734,-1.465424549124455,1.0564741609263624,1.082302531068806,-1.1748179341265292,-0.0382291353252969,-1.3410659558918372,-1.091075322144494,-0.0020507170546211,2.6955000013134307,-0.0031111600698768,-2.893206864143127,0.9210807966455298,-0.4283450159778511,-1.5169294980413297,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,-0.1398743326034539,7.391041414920402,186,0
-0.6555290777602458,1.598310281203746,0.3282936615435871,0.1047118829456892,-0.0147214700543039,0.2036823182633942,-0.0157656821761002,0.0139939637060629,1.615701977619871,1.251877457970239,-0.2910441360332397,1.5205078129535408,-1.8980873516024577,0.126457447428207,-0.0186416571699628,0.0209433530317944,-0.8418261980651068,-0.0428156579802991,0.5399707797571857,-0.0724951803634529,0.2149840466331573,-0.779797327457794,-1.577229138609449,0.0228569002679734,1.4471046604548687,-1.524881110070316,-1.3806511779842965,1.36079372030881,-1.2320704184838538,1.1070093506464138,-0.0587919833832458,-1.496339877521791,-0.620871465055591,-0.0031111600698768,-0.9558350751962894,0.9210807966455298,0.2615516168661955,-1.5169294980413297,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0.1263489060249937,-0.25061306042087306,206,0
-0.8341821931836119,2.347960669647569,0.3904553576959508,-0.1147781094721511,-0.0241856911568131,0.4493880177648647,-0.0629093653333026,-0.0002536456840959,1.751213254833677,1.251877457970239,-0.8341277735651749,-0.2107663997511613,1.2628939114097109,-0.4700156175892337,-0.207590455057241,1.0160806569156238,-0.6963613464176853,-0.0428156579802991,4.0823935001680365,-0.0724951803634529,0.5336153226562662,-0.3559000137809051,1.89064856055674,0.7469900015113063,-0.7372922467296241,-1.524881110070316,0.5897117892581855,1.36079372030881,1.15561214783326,-2.5651036091609627,-0.0587919833832458,-0.0020507170546211,-0.620871465055591,-0.0031111600698768,-0.9558350751962894,1.2048697496359635,-1.5781727373845955,-1.0175683230216253,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0.1166248341074607,-0.30320521018064156,154,0
-0.7547808085510047,1.0628457180295867,0.3320790675515735,0.3414324595499364,0.0199108060337855,0.1910545863203744,0.0426532662243679,0.0139939637060629,1.6834576162267745,1.251877457970239,0.7951231390306307,1.0876892597773653,0.6881700454074984,-0.4700156175892337,0.1956250358752463,-0.1663766100522205,-0.8428660580053982,-0.0428156579802991,0.1312296966328567,-0.0724951803634529,0.1386142026341311,-0.8437270851730482,-0.726617627493214,0.0228569002679734,-0.7372922467296241,-1.524881110070316,-0.8880604361736758,1.36079372030881,-1.2320704184838538,1.1070093506464138,-0.0587919833832458,-1.496339877521791,-0.620871465055591,-0.0031111600698768,-0.9558350751962894,1.4886587026263975,0.1465688447255211,0.4805152020374876,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.16098104896995047,-0.2812717458203445,98,0
-0.903658404737143,12.093415719417264,6.999032011168134,-0.0391597615791085,-0.0156385635164683,7.832972705397035,-0.033985228419379,0.0994796200470164,1.803912084861268,1.251877457970239,-0.8341277735651749,0.2220521534250142,-1.8980873516024577,-0.3264645929092034,-0.283900496854737,5.968352180949269,-0.7364478492006679,-0.0428156579802991,14.982155716816806,-0.0724951803634529,0.1207328792471469,0.0662456370827996,-0.0068694257794767,-0.7012762009753596,-0.0091599443347931,-1.524881110070316,1.082302531068806,1.36079372030881,1.15561214783326,-2.5651036091609627,-0.0587919833832458,-1.496339877521791,-0.620871465055591,-0.0031111600698768,-0.9558350751962894,0.637291843655096,0.8364654775695678,-0.0188459729822166,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0.5345459245434875,-0.32228485679566315,199,0
-0.8838080585789913,8.666442515102647,0.7073051566286641,-0.1666141040862205,-0.0293499755154058,0.1983315843892333,-0.0954944795235865,-0.0501202785496521,1.7888552762819565,1.251877457970239,-0.2910441360332397,-0.2107663997511613,1.2628939114097109,-0.2913818004475123,-0.2658792180157135,3.1585527346890445,-0.7982246289407979,-0.0428156579802991,5.036122694124803,-0.0724951803634529,0.0610436874451564,-0.4391247993642891,1.6943535964529932,0.0228569002679734,-1.465424549124455,-1.524881110070316,0.5897117892581855,1.36079372030881,1.15561214783326,-2.5651036091609627,-0.0587919833832458,1.492238443412549,-0.620871465055591,-0.0031111600698768,-0.9558350751962894,0.637291843655096,-1.3482071931032469,0.979876377057192,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0.07317119566206341,-0.31690710740546774,114,0
